en,sl
"Commission agents' services of motor vehicles, motorcycles and snowmobiles and parts and accessories thereof (part of CPC 6111, part of CPC 6113 and part of CPC 6121)","Posredniške storitve v zvezi z motornimi vozili, motornimi kolesi in motornimi sanmi ter deli in dodatki zanje (del CPC 6111, del CPC 6113 in del CPC 6121 )"
Other commission agents' services (CPC 621),Druge posredniške storitve (CPC 621)
"Wholesale trade in commercial motor vehicles, motorcycles and snowmobiles and parts and accessories thereof (part of (CPC 6111), part of (CPC 6113) and part of CPC 6121)","Storitve trgovine na debelo v zvezi z gospodarskimi motornimi vozili, motornimi kolesi in motornimi sanmi ter deli in dodatki zanje (del CPC 6111, del CPC 6113 in del CPC 6121)"
Retailing Services (CPC 631 + 632 + 6111 + 6113 + 6121+7542),"Storitve trgovine na drobno (CPC 631, CPC 632, CPC 6111, CPC 6113, CPC 6121, CPC 7542)"
Wholesale and retail trade services of telecommunication terminal equipment (CPC 7542),Storitve trgovine na debelo in storitve trgovine na drobno v zvezi s telekomunikacijsko terminalno opremo (CPC 7542)
Cleaning services of exhaust gases (CPC 9404),Storitve čiščenja izpušnih plinov (CPC 9404)
Noise abatement services (CPC 9405),Storitve zmanjševanja hrupa (CPC 9405)
Nature and landscape protection services (CPC 9406),Storitve varstva narave in krajine (CPC 9406)
Other (CPC 9409),Drugo (CPC 9409)
"The provision of cross-border financial services in Ecuador, including insurance and insurance-related services, does not imply that the providers of such services may conduct or advertise business on Ecuadorian territory.","Če ponudniki zagotavljajo čezmejne finančne storitve v Ekvadorju, vključno z zavarovalniškimi in z zavarovanjem povezanimi storitvami, to ne pomeni, da lahko opravljajo dejavnost ali jo oglašujejo na ozemlju Ekvadorja."
"Ecuador may define the terms “conduct business” and “advertise”, wherever such definitions are not inconsistent with the commitments made by Ecuador for modes 1 and 2.","Ekvador lahko opredeli pojma 'opravljati dejavnost' in 'oglaševati', če ti opredelitvi nista neskladni z zavezami Ekvadorja za načina 1 in 2."
Ecuador may require written evidence of the authorisation granted by a competent authority of the other Party for the providers of cross-border financial services and for the financial products and instruments they offer in Ecuador.,"Ekvador lahko zahteva pisna dokazila v zvezi z dovoljenjem, ki ga je pristojni organ druge pogodbenice podelil ponudniku čezmejnih finančnih storitev, ki finančne produkte in instrumente ponuja v Ekvadorju."
"Insurance enterprises may contract reinsurance abroad, as long as the reinsurance enterprises are classified in accordance with international standards, and subjected to the rules laid down by the Superintendency of Banking, Insurance and Private Pension Fund Administrators ('SBS — Superintendencia de Banca y Seguros').","Zavarovalnice lahko v tujini sklenejo pozavarovanje, če so pozavarovalnice uvrščene v skladu z mednarodnimi standardi in zanje veljajo pravila nadzornega organa za bančništvo, zavarovanje in upravljavce zasebnih pokojninskih skladov ('SBS – Superintendencia de Banca y Seguros')."
"For greater transparency, if the insurance enterprises contract reinsurances directly, they should do it with enterprises included in the SBS reinsurance registry.","V pojasnilo: če zavarovalnice sklepajo pozavarovanja neposredno, morajo pri tem sodelovati s podjetji, ki so v registru za pozavarovanje SBS."
"The auxiliary services of the financial services related to the provision and transfer of financial information and the processing of financial data shall be registered in accordance with the rules laid down by the Superintendency of Banking, Insurance and Private Pension Fund Administrators.","Pomožne storitve finančnih storitev v zvezi zagotavljanjem in prenosom finančnih informacij in obdelavo finančnih podatkov se registrirajo v skladu s pravili, ki jih določi nadzorni organ za bančništvo, zavarovanje in upravljavce zasebnih pokojninskih skladov."
"For greater transparency, financial information services or the processing of financial data shall be subject to the Ecuadorian provisions regulating the protection of such information.","V pojasnilo: za posredovanje finančnih informacij in obdelavo finančnih podatkov veljajo določbe Ekvadorja, ki urejajo varstvo takih informacij."
"For greater transparency, the mandatory risk ratings for financial institutions incorporated under Ecuadorian law require the foreign risk-rating agencies to first register with the Ecuadorian Superintendency of Banking, Insurance and Private Pension Fund Administrators.","V pojasnilo: pri pripravi obveznih bonitetnih ocen za finančne institucije, ustanovljene po ekvadorskem pravu, se od tujih bonitetnih agencij zahteva, da se najprej registrirajo pri nadzornem organu za bančništvo, zavarovanje in upravljavce zasebnih pokojninskih skladov."
"On the securities market, Ecuador will accept the risk rating by an agency recognised by the European Securities and Markets Authority (ESMA) as a “Nationally Recognized Statistical Rating Organisation — RSRO”, in the event of a secondary public offering on the Ecuadorian securities market, securities issued abroad or a primary public offering on the Ecuadorian securities market by multilateral issuers recognised as local issuers.","Ekvador bo na trgu vrednostnih papirjev sprejel bonitetno oceno agencije, ki jo Evropski organ za vrednostne papirje in trge (ESMA) priznava kot 'nacionalno priznano statistično bonitetno organizacijo', v primeru sekundarne javne ponudbe na ekvadorskem trgu vrednostnih papirjev, v tujini izdanih vrednostnih papirjev ali primarne javne ponudbe izdajateljev, ki so multilateralne finančne institucije in priznani kot lokalni izdajatelji, na ekvadorskem trgu vrednostnih papirjev."
"Ecuador reserves the right to adopt or maintain measures that restrict the acquisition of obligatory insurance outside of Ecuador, or that require that obligatory insurance be purchased from suppliers established in Ecuador such as the Seguro Obligatorio de Accidentes de Tránsito (SOAT, Obligatory Traffic Accident Insurance).","Ekvador si pridržuje pravico, da sprejme ali ohrani ukrepe, ki omejujejo pridobitev obveznega zavarovanja zunaj Ekvadorja ali določajo, da se obvezno zavarovanje sklene pri ponudnikih v Ekvadorju, kot je Seguro Obligatorio de Accidentes de Tránsito (SOAT, obvezno avtomobilsko nezgodno zavarovanje)."
"Ecuador reserves the right to adopt or maintain measures that restrict the acquisition of reinsurance and/or retrocession relating to such obligatory insurance outside of Ecuador, or that require that the services be acquired from providers established in Ecuador.","Ekvador si pridržuje pravico, da sprejme ali ohrani ukrepe, ki omejujejo pridobitev pozavarovanja in/ali retrocesije v zvezi s tovrstnimi obveznimi zavarovanji zunaj Ekvadorja ali pa določajo, da se te storitve opravijo pri ponudnikih, ustanovljenih v Ekvadorju."
A. ALL INSURANCE AND INSURANCE RELATED SERVICES,A. VSE ZAVAROVALNIŠKE STORITVE IN Z ZAVAROVANJEM POVEZANE STORITVE
"In order to be able to operate in Ecuador, non-resident insurance and reinsurance companies, intermediaries and providers of auxiliary insurance services must register and renew their registration in accordance with the rules laid down in national legislation.","Da lahko nerezidenčne zavarovalnice in pozavarovalnice, posredniki in ponudniki pomožnih zavarovalniških storitev delujejo v Ekvadorju, morajo biti registrirani in registracijo obnavljati v skladu s pravili iz nacionalne zakonodaje. 1) Neživljenjsko zavarovanje"
Non-life insurance,Za način 1 in način 2
insurance of risks relating to:,zavarovanje tveganj v zvezi:
"maritime shipping and commercial aviation and space launching and freight (including satellites), with such insurance to cover any or all of the following: the goods being transported, the vehicle transporting the goods and any liability arising therefrom; and","s pomorskim prevozom, komercialnim letalskim prevozom ter izstreljevanjem vesoljskih plovil in tovora (vključno s sateliti), pri čemer tako zavarovanje zajema vse ali del navedenega: blago, ki se prevaža, vozilo, ki prevaža blago, in odgovornost, ki izhaja iz tega; ter"
Goods in international transit.,z blagom v mednarodnem tranzitu.
Reinsurance and retrocession,Pozavarovanje in retrocesija
"MA and NT: Unbound, except for insurance of risks relating to:","Dostop do trga in nacionalna obravnava: brez obvez, razen za zavarovanje tveganj, ki se nanašajo na:"
"international maritime shipping and international commercial aviation and space launching and freight (including satellites), with such insurance to cover any or all of the following: the goods being transported, the vehicle transporting the goods and any liability arising therefrom and goods in international transit.","mednarodni pomorski prevoz in mednarodni komercialni letalski prevoz ter izstreljevanje vesoljskih plovil in tovora (vključno s sateliti), pri čemer tako zavarovanje zajema vse ali del navedenega: blago, ki se prevaža, vozilo, ki prevaža blago, in odgovornost, ki izhaja iz tega, ter blago v mednarodnem tranzitu."
"MA unbound, except for insurance of risks relating to:","Dostop do trga brez obvez, razen za zavarovanje tveganj, ki se nanašajo na:"
"Services auxiliary to insurance for risk assessment (risk inspector), claim settlement (loss adjuster) and actuarial services","Pomožne zavarovalniške storitve za oceno tveganja (inšpektor za presojo tveganja), obravnavanje odškodninskih zahtevkov (agent za poravnavo škode) in aktuarske storitve"
MA; NT: None.,"Dostop do trga, nacionalna obravnava: jih ni."
"Participation in issues of all kinds of securities, including underwriting and placement as agent (whether publicly or privately) and provision of services related to such issues (CPC 8132)","Sodelovanje pri izdaji vseh vrst vrednostnih papirjev, vključno z vpisom primarne izdaje vrednostnih papirjev in vlaganjem (javnim ali zasebnim) prek agenta, ter opravljanjem storitev, povezanih s takšnimi izdajami (CPC 8132)"
"MA; NT: Unbound for services involving the collection, maintenance and delivery of credit information.","Dostop do trga, nacionalna obravnava: brez obvez za storitve, ki vključujejo zbiranje, ohranjanje in posredovanje kreditnih informacij."
"MA; NT: None, except for services involving the collection, maintenance and delivery of credit information.","Dostop do trga: nacionalna obravnava: jih ni, razen za storitve, ki vključujejo zbiranje, ohranjanje in posredovanje kreditnih informacij."
"Before starting any tourist activity as described in the Tourism Act, all natural or legal persons, undertakings or companies must obtain the relevant registration, namely registration of the tourism services provider in the public register of tourism entrepreneurs and establishments, in the Ministry of Tourism of Ecuador.","Pred začetkom izvajanja kakršne koli turistične dejavnosti, kot je navedena v Zakonu o turizmu, morajo biti vse fizične in pravne osebe, podjetja in družbe ustrezno registrirani, in sicer kot izvajalci turističnih storitev v javnem registru podjetnikov in ustanov na področju turizma pri ekvadorskem Ministrstvu za turizem."
Hotels and Restaurants (Including Catering) (CPC 641-643);,Hoteli in restavracije (vključno s pripravo in dostavo hrane) (CPC 641 do CPC 643)
Travel Agencies and Tour Operators Services (CPC 7471),Storitve turističnih agencij in organizatorjev potovanj (CPC 7471)
B. Travel agencies and tour operators (including tour managers),B. Turistične agencije in organizatorji potovanj (vključno z vodji potovanj)
Tourist Guides Services (CPC 7472),Storitve turističnih vodnikov (CPC 7472)
Sporting and other recreational services,Športne in druge rekreacijske storitve
